"","Week","No_Dep","Mild_Dep","Moderate_Dep","Severe_Dep","All_Dep","Mean_DScore","Treatment","Talk","Prob_of_Talking","Prob_of_Treatment","Mean_DScore_Male","Mean_DScore_Female","NoDep_Male","Mild_Male","Moderate_Male","Severe_Male","AllDep_Male","NoDep_Female","Mild_Female","Moderate_Female","Severe_Female","AllDep_Female","Count_Male","Count_Female","Male_Treatment","Male_Talks","Female_Treatment","Female_Talks","Environment"
"523",102,950.72,29.3,11.7,8.28,49.28,7.91157498,337.28,378.24,299.9563396394,252.0283633564,10.3571725309,5.45930427698,459.92,23.84,9.94,7.36,41.14,490.8,5.46,1.76,0.92,8.14,501.06,498.94,11.22,16.2,326.06,362.04,50
"524",103,950.62,29.34,11.6,8.44,49.38,7.90496144372,340.04,381.1,325.3028021858,273.2472103032,10.40131515868,5.40200451436,459.58,24.06,9.92,7.5,41.48,491.04,5.28,1.68,0.94,7.9,501.06,498.94,10.24,15.12,329.8,365.98,50
"525",104,949.94,29.7,11.92,8.44,50.06,7.90134489408,345.12,382.98,347.1857332276,291.3712610492,10.44744466276,5.34843682746,458.92,24.4,10.18,7.56,42.14,491.02,5.3,1.74,0.88,7.92,501.06,498.94,10.72,15.88,334.4,367.1,50
"526",0,940.28,30.54,14.26,14.92,59.72,7.2089,97.46,155.8,15.0101931066,9.03116967846,6.37801090772,8.03349397428,477.68,11.8,4.58,4.16,20.54,462.6,18.74,9.68,10.76,39.18,498.22,501.78,31.24,67.9,66.22,87.9,60
"527",1,941.3,30.1,13.92,14.68,58.7,7.2193757173,95.58,153.72,15.0509234062,9.09137042582,6.40814543366,8.02462920644,477.88,11.76,4.5,4.08,20.34,463.42,18.34,9.42,10.6,38.36,498.22,501.78,30.22,67.16,65.36,86.56,60
"528",2,941.86,29.9,13.52,14.72,58.14,7.2398868756,96.46,157.32,15.0956916514,9.14427976398,6.44307269252,8.03096805242,478,11.72,4.38,4.12,20.22,463.86,18.18,9.14,10.6,37.92,498.22,501.78,30.94,67.5,65.52,89.82,60
"529",3,942.72,29.36,13.14,14.78,57.28,7.25575990878,96.12,155.54,15.1438084762,9.2053582381,6.47486957332,8.03125033332,478.08,11.6,4.42,4.12,20.14,464.64,17.76,8.72,10.66,37.14,498.22,501.78,30.02,65.06,66.1,90.48,60
"530",4,943.48,28.86,13.04,14.62,56.52,7.27031350428,97.16,157.1,15.1952707408,9.26969983448,6.50194959722,8.03324916334,478.22,11.46,4.42,4.12,20,465.26,17.4,8.62,10.5,36.52,498.22,501.78,30.72,63.34,66.44,93.76,60
"531",5,944.28,28.3,12.8,14.62,55.72,7.28857345752,100.14,156.48,15.2525379814,9.33643599344,6.53317967604,8.03884602302,478.4,11.28,4.42,4.12,19.82,465.88,17.02,8.38,10.5,35.9,498.22,501.78,30.04,63.32,70.1,93.16,60
"532",6,944.82,28.08,12.78,14.32,55.18,7.30489980484,99,158.48,15.320012569,9.4065973732,6.56373355472,8.04110264042,478.36,11.36,4.46,4.04,19.86,466.46,16.72,8.32,10.28,35.32,498.22,501.78,28.16,63.98,70.84,94.5,60
"533",7,945.52,27.94,12.4,14.14,54.48,7.31999538756,98.34,160.96,15.3871677446,9.47851328058,6.59925470162,8.03595934582,478.4,11.48,4.34,4,19.82,467.12,16.46,8.06,10.14,34.66,498.22,501.78,28.76,63.22,69.58,97.74,60
"534",8,946.06,27.68,12.4,13.86,53.94,7.33522182544,100.54,158.32,15.4553619664,9.55251621618,6.63471515728,8.03079386214,478.3,11.52,4.42,3.98,19.92,467.76,16.16,7.98,9.88,34.02,498.22,501.78,29.44,61.74,71.1,96.58,60
"535",9,946.46,27.8,12.04,13.7,53.54,7.35482584562,102.64,162.84,15.529058735,9.62581307532,6.6713291882,8.03321024382,478.24,11.64,4.34,4,19.98,468.22,16.16,7.7,9.7,33.56,498.22,501.78,28.62,59.46,74.02,103.38,60
"536",10,947.12,27.42,11.98,13.48,52.88,7.37354015754,101.32,158.84,15.614241839,9.70838820098,6.70319071516,8.03863842482,478.34,11.56,4.36,3.96,19.88,468.78,15.86,7.62,9.52,33,498.22,501.78,27.86,60.52,73.46,98.32,60
"537",11,947.64,27.38,11.66,13.32,52.36,7.39060155214,101.46,161.36,15.6946675356,9.78612836356,6.73316978678,8.04296075702,478.32,11.62,4.32,3.96,19.9,469.32,15.76,7.34,9.36,32.46,498.22,501.78,26.48,59.12,74.98,102.24,60
"538",12,948.36,26.92,11.46,13.26,51.64,7.40721777306,102.38,163.52,15.7869397556,9.8742214537,6.76590595104,8.04350526882,478.36,11.58,4.32,3.96,19.86,470,15.34,7.14,9.3,31.78,498.22,501.78,26.96,59.6,75.42,103.92,60
"539",13,948.94,26.86,11.26,12.94,51.06,7.41365868902,104.62,165.1,15.8811069042,9.96307680904,6.7900571836,8.03260920802,478.5,11.52,4.34,3.86,19.72,470.44,15.34,6.92,9.08,31.34,498.22,501.78,27.6,59,77.02,106.1,60
"540",14,949.44,26.56,11.2,12.8,50.56,7.42656305646,105.1,162,15.9812047712,10.05555031394,6.82578044138,8.0229628494,478.46,11.54,4.26,3.96,19.76,470.98,15.02,6.94,8.84,30.8,498.22,501.78,26.54,56.3,78.56,105.7,60
"541",15,949.92,26.32,11.02,12.74,50.08,7.44294754804,104.98,165.3,16.094186872,10.15790583378,6.85830708826,8.02316831528,478.36,11.62,4.24,4,19.86,471.56,14.7,6.78,8.74,30.22,498.22,501.78,26.14,56.72,78.84,108.58,60
"542",16,950.72,25.86,10.84,12.58,49.28,7.46078372214,106.94,169.82,16.2033459194,10.255949635,6.89314100744,8.0238717035,478.46,11.48,4.26,4.02,19.76,472.26,14.38,6.58,8.56,29.52,498.22,501.78,25.94,57.34,81,112.48,60
"543",17,951.16,25.68,10.76,12.4,48.84,7.47962053958,106.08,167.3,16.3235885656,10.3657345295,6.93121487662,8.02375024158,478.54,11.44,4.22,4.02,19.68,472.62,14.24,6.54,8.38,29.16,498.22,501.78,26.24,55.72,79.84,111.58,60
"544",18,951.84,25.38,10.68,12.1,48.16,7.492295806,109.64,170.5,16.4462344818,10.47507592378,6.96752400086,8.01277884352,478.6,11.4,4.22,4,19.62,473.24,13.98,6.46,8.1,28.54,498.22,501.78,24.92,55.76,84.72,114.74,60
"545",19,952.4,25.08,10.64,11.88,47.6,7.5040263408,110.44,169.24,16.5777255824,10.59217663204,7.00132039612,8.00235987498,478.64,11.32,4.32,3.94,19.58,473.76,13.76,6.32,7.94,28.02,498.22,501.78,26,53.3,84.44,115.94,60
"546",20,952.82,25.08,10.44,11.66,47.18,7.51423123258,112.66,169,16.7071066656,10.70999541812,7.03747155154,7.98674863002,478.52,11.44,4.26,4,19.7,474.3,13.64,6.18,7.66,27.48,498.22,501.78,24.82,54.16,87.84,114.84,60
"547",21,952.98,25.22,10.3,11.5,47.02,7.5317331191,112.7,176,16.8466976314,10.8319272804,7.075046569,7.9842354079,478.42,11.6,4.22,3.98,19.8,474.56,13.62,6.08,7.52,27.22,498.22,501.78,24.02,54.2,88.68,121.8,60
"548",22,953.26,24.96,10.38,11.4,46.74,7.54653349022,112.3,175.42,17.0046811438,10.9666423306,7.11199778794,7.97713483532,478.38,11.54,4.28,4.02,19.84,474.88,13.42,6.1,7.38,26.9,498.22,501.78,24.16,52.52,88.14,122.9,60
"549",23,953.66,24.7,10.26,11.38,46.34,7.56305198102,116.78,174.6,17.1757505364,11.1101865554,7.1533474388,7.96905110744,478.4,11.48,4.32,4.02,19.82,475.26,13.22,5.94,7.36,26.52,498.22,501.78,24.42,51.24,92.36,123.36,60
"550",24,954.06,24.44,10.2,11.3,45.94,7.57619785678,118.1,180.24,17.3525473084,11.2608176684,7.18799662628,7.96077100442,478.28,11.5,4.36,4.08,19.94,475.78,12.94,5.84,7.22,26,498.22,501.78,24.9,50.56,93.2,129.68,60
"551",25,954.24,24.56,9.94,11.26,45.76,7.58914076342,119.36,180.54,17.5385795962,11.4180501846,7.22723872356,7.94724509094,478.2,11.54,4.38,4.1,20.02,476.04,13.02,5.56,7.16,25.74,498.22,501.78,24.04,49.76,95.32,130.78,60
"552",26,954.54,24.44,9.9,11.12,45.46,7.60063342554,117.16,181.98,17.737802481,11.5768349296,7.26128890838,7.93652947674,478.18,11.52,4.42,4.1,20.04,476.36,12.92,5.48,7.02,25.42,498.22,501.78,22.12,49.54,95.04,132.44,60
"553",27,954.98,24.26,9.7,11.06,45.02,7.6146250056,120.42,183.92,17.9531062662,11.7521178952,7.30018206204,7.92582035666,478.06,11.6,4.36,4.2,20.16,476.92,12.66,5.34,6.86,24.86,498.22,501.78,23.8,48.08,96.62,135.84,60
"554",28,955.54,24.08,9.58,10.8,44.46,7.6251938583,123.7,183.64,18.1695290718,11.9294322036,7.33600279248,7.91126550654,478.08,11.64,4.32,4.18,20.14,477.46,12.44,5.26,6.62,24.32,498.22,501.78,23.38,47.42,100.32,136.22,60
"555",29,955.78,24.16,9.58,10.48,44.22,7.635972316,125.74,189.64,18.4256176796,12.1273385262,7.376888262,7.89241201394,477.78,11.88,4.4,4.16,20.44,478,12.28,5.18,6.32,23.78,498.22,501.78,22.06,48.4,103.68,141.24,60
"556",30,956.14,24.16,9.4,10.3,43.86,7.64254093836,125.84,189.06,18.7045295086,12.3444294426,7.41165745434,7.87095248654,477.56,12.02,4.44,4.2,20.66,478.58,12.14,4.96,6.1,23.2,498.22,501.78,21.2,46.54,104.64,142.52,60
"557",31,956.34,24.14,9.26,10.26,43.66,7.65556929224,127,191.84,18.9938673134,12.5736716164,7.45020620648,7.8588653018,477.4,12.08,4.5,4.24,20.82,478.94,12.06,4.76,6.02,22.84,498.22,501.78,21.96,46.78,105.04,145.06,60
"558",32,956.5,24.16,9.16,10.18,43.5,7.67168099348,130.36,192.74,19.3182540624,12.8220329332,7.4922699725,7.84929189374,477.32,12.12,4.52,4.26,20.9,479.18,12.04,4.64,5.92,22.6,498.22,501.78,22.14,45.5,108.22,147.24,60
"559",33,956.64,24.1,9.14,10.12,43.36,7.6857336048,132.52,195.52,19.6509018304,13.0822468852,7.52876393032,7.8410646188,477.3,12.06,4.56,4.3,20.92,479.34,12.04,4.58,5.82,22.44,498.22,501.78,21.36,44.7,111.16,150.82,60
"560",34,956.84,24.14,9.08,9.94,43.16,7.69363223544,135.9,199.24,20.0209390936,13.36508934,7.56576307666,7.820255623,477.06,12.2,4.66,4.3,21.16,479.78,11.94,4.42,5.64,22,498.22,501.78,21.42,43.4,114.48,155.84,60
"561",35,957.16,24.2,8.88,9.76,42.84,7.70179525618,137.02,202.26,20.4007249992,13.6550466886,7.600861122,7.8016556232,476.88,12.32,4.76,4.26,21.34,480.28,11.88,4.12,5.5,21.5,498.22,501.78,21.26,44.82,115.76,157.44,60
"562",36,957.26,24.34,8.76,9.64,42.74,7.70920209824,139.06,204.5,20.8212656016,13.9715984742,7.64145462176,7.776408344,476.58,12.52,4.76,4.36,21.64,480.68,11.82,4,5.28,21.1,498.22,501.78,21.12,42.18,117.94,162.32,60
"563",37,957.72,24.18,8.64,9.46,42.28,7.71476562352,140.36,207.2,21.2541568534,14.296660917,7.67986688872,7.74944630984,476.44,12.64,4.76,4.38,21.78,481.28,11.54,3.88,5.08,20.5,498.22,501.78,20.38,43.06,119.98,164.14,60
"564",38,958.34,23.7,8.6,9.36,41.66,7.71992515398,142.44,208.42,21.7154164288,14.641399599,7.71466779,7.7253492136,476.52,12.62,4.66,4.42,21.7,481.82,11.08,3.94,4.94,19.96,498.22,501.78,19.44,40.14,123,168.28,60
"565",39,958.58,24,8.2,9.22,41.42,7.72919035422,146.14,209.48,22.2096941338,15.0026288918,7.75320277084,7.70568308804,476.36,12.86,4.54,4.46,21.86,482.22,11.14,3.66,4.76,19.56,498.22,501.78,19.82,39.88,126.32,169.6,60
"566",40,958.7,24.18,8.04,9.08,41.3,7.7404550629,150.4,217.54,22.7808887292,15.4210955962,7.79705208164,7.68462112582,476.16,12.94,4.58,4.54,22.06,482.54,11.24,3.46,4.54,19.24,498.22,501.78,19.52,40.04,130.88,177.5,60
"567",41,958.96,24.12,7.96,8.96,41.04,7.74386897262,151.66,220.38,23.2974190964,15.8140546686,7.83385278684,7.6550437899,476.04,12.94,4.64,4.6,22.18,482.92,11.18,3.32,4.36,18.86,498.22,501.78,19.8,39.78,131.86,180.6,60
"568",42,959.12,24.14,8.06,8.68,40.88,7.7479710168,152.54,221.9,23.9414546896,16.2904423276,7.87284890898,7.6247753595,475.9,13.08,4.66,4.58,22.32,483.22,11.06,3.4,4.1,18.56,498.22,501.78,18.78,38.32,133.76,183.58,60
"569",43,959.28,24.04,8.12,8.56,40.72,7.75694368944,154.5,227.56,24.597205086,16.7802248346,7.9119862313,7.60387504516,475.72,13.14,4.74,4.62,22.5,483.56,10.9,3.38,3.94,18.22,498.22,501.78,18.64,40.66,135.86,186.9,60
"570",44,959.22,24.32,8.08,8.38,40.78,7.76389420752,158.18,227.06,25.293793844,17.3076835748,7.95234069722,7.57762607154,475.5,13.32,4.82,4.58,22.72,483.72,11,3.26,3.8,18.06,498.22,501.78,19,37.82,139.18,189.24,60
"571",45,959.76,24.06,7.84,8.34,40.24,7.76682393404,161.2,231.2,26.124413878,17.9185877744,7.98776392804,7.54837416638,475.32,13.5,4.82,4.58,22.9,484.44,10.56,3.02,3.76,17.34,498.22,501.78,18.08,37.82,143.12,193.38,60
"572",46,960.06,23.8,7.82,8.32,39.94,7.7731982667,163.84,237.42,27.2078225724,18.6789002786,8.02895986236,7.52030106362,475.36,13.28,4.92,4.66,22.86,484.7,10.52,2.9,3.66,17.08,498.22,501.78,17.46,36.7,146.38,200.72,60
"573",47,960.08,23.76,7.86,8.3,39.92,7.7795116417,167.84,239.52,28.1607409862,19.3914935152,8.06974717834,7.49235457808,475.14,13.4,5.02,4.66,23.08,484.94,10.36,2.84,3.64,16.84,498.22,501.78,17.82,36.16,150.02,203.36,60
"574",48,959.98,24.02,7.84,8.16,40.02,7.78062646172,173.18,245.64,29.0756978704,20.073070065,8.11045062508,7.45460855772,474.76,13.68,5.08,4.7,23.46,485.22,10.34,2.76,3.46,16.56,498.22,501.78,18.48,36.46,154.7,209.18,60
"575",49,959.92,24.06,7.96,8.06,40.08,7.78307747788,173.58,248.5,30.0781010332,20.8382753788,8.15026662088,7.42007335882,474.6,13.7,5.16,4.76,23.62,485.32,10.36,2.8,3.3,16.46,498.22,501.78,17.26,35.56,156.32,212.94,60
"576",50,959.68,24.32,8.04,7.96,40.32,7.7860302502,177.88,254.2,31.1822702816,21.6448430964,8.19143336782,7.38495104824,474.32,13.9,5.22,4.78,23.9,485.36,10.42,2.82,3.18,16.42,498.22,501.78,17.08,36.28,160.8,217.92,60
"577",51,959.64,24.42,8.08,7.86,40.36,7.78653228314,178.5,254.68,32.3717304468,22.5404159782,8.22841136256,7.3489815282,474.06,14.14,5.22,4.8,24.16,485.58,10.28,2.86,3.06,16.2,498.22,501.78,16.96,34.2,161.54,220.48,60
"578",52,960,24.26,7.98,7.76,40,7.78548215252,184.52,261.48,33.605209492,23.454104257,8.26569339212,7.30988898654,474,14.18,5.28,4.76,24.22,486,10.08,2.7,3,15.78,498.22,501.78,16.1,33.9,168.42,227.58,60
"579",53,959.98,24.34,8.06,7.62,40.02,7.78345097776,189.2,264.06,34.9012967512,24.4079177168,8.30866354624,7.26319568632,473.7,14.36,5.36,4.8,24.52,486.28,9.98,2.7,2.82,15.5,498.22,501.78,15.52,33.04,173.68,231.02,60
"580",54,960.2,24.36,8,7.44,39.8,7.78719556384,192.5,269,36.1938664246,25.3859920124,8.34800330418,7.23142360886,473.62,14.5,5.34,4.76,24.6,486.58,9.86,2.66,2.68,15.2,498.22,501.78,16.66,34.78,175.84,234.22,60
"581",55,960.26,24.36,8.04,7.34,39.74,7.79084024378,196.14,270.52,37.5973852584,26.486914332,8.3866393264,7.20021896226,473.44,14.6,5.42,4.76,24.78,486.82,9.76,2.62,2.58,14.96,498.22,501.78,16.9,32.44,179.24,238.08,60
"582",56,960.28,24.36,8.14,7.22,39.72,7.79157025904,200.1,279.02,39.1867481904,27.7042688042,8.42950135958,7.15882924502,473.08,14.8,5.56,4.78,25.14,487.2,9.56,2.58,2.44,14.58,498.22,501.78,15.56,32.92,184.54,246.1,60
"583",57,960.18,24.66,8.04,7.12,39.82,7.7948320718,203.28,281.68,40.8661474714,28.941434331,8.47067673578,7.12448622104,472.78,15.14,5.54,4.76,25.44,487.4,9.52,2.5,2.36,14.38,498.22,501.78,16.1,32.62,187.18,249.06,60
"584",58,960.22,24.66,7.96,7.16,39.78,7.79401415994,208.48,286.58,42.6747488986,30.320419457,8.51399187944,7.08000009168,472.46,15.38,5.54,4.84,25.76,487.76,9.28,2.42,2.32,14.02,498.22,501.78,16.2,30.98,192.28,255.6,60
"585",59,960.2,24.66,8,7.14,39.8,7.7914943336,211.36,290.18,44.6434270806,31.8708334968,8.5506985013,7.03819479306,472.06,15.7,5.6,4.86,26.16,488.14,8.96,2.4,2.28,13.64,498.22,501.78,15.3,31.04,196.06,259.14,60
"586",60,960.3,24.56,8.04,7.1,39.7,7.7864638919,217.86,296.34,46.5415572122,33.3485866256,8.58832417112,6.99083675706,471.78,15.8,5.66,4.98,26.44,488.52,8.76,2.38,2.12,13.26,498.22,501.78,16.44,31.28,201.42,265.06,60
"587",61,960.4,24.38,8.06,7.16,39.6,7.78346252326,218.62,298.04,48.6442124806,34.9988809898,8.63109818204,6.94254872322,471.52,15.98,5.68,5.04,26.7,488.88,8.4,2.38,2.12,12.9,498.22,501.78,15.16,28.26,203.46,269.78,60
"588",62,960.26,24.46,8.16,7.12,39.74,7.77929943362,225.08,302.96,50.8197583978,36.5768014632,8.66699941214,6.8985030753,471.24,16.14,5.76,5.08,26.98,489.02,8.32,2.4,2.04,12.76,498.22,501.78,14.2,28.62,210.88,274.34,60
"589",63,960.5,24.28,8.1,7.12,39.5,7.77274182668,228.64,308.96,53.325865962,38.426627919,8.70793470708,6.84504905188,471,16.26,5.78,5.18,27.22,489.5,8.02,2.32,1.94,12.28,498.22,501.78,14.08,28.04,214.56,280.92,60
"590",64,960.56,24.22,8.16,7.06,39.44,7.77098108918,232.06,311.56,56.1436821582,40.5845311024,8.74936509804,6.80055048962,470.9,16.28,5.88,5.16,27.32,489.66,7.94,2.28,1.9,12.12,498.22,501.78,14.7,28.14,217.36,283.42,60
"591",65,960.32,24.42,8.16,7.1,39.68,7.76990857928,235.56,318.52,59.2875166074,43.1065726012,8.79244638624,6.75574889012,470.54,16.54,5.92,5.22,27.68,489.78,7.88,2.24,1.88,12,498.22,501.78,14.96,28.1,220.6,290.42,60
"592",66,960.24,24.5,8.28,6.98,39.76,7.77106564606,240.58,323.06,62.5159406852,45.5228502506,8.83908374712,6.71180453442,470.24,16.72,6.06,5.2,27.98,490,7.78,2.22,1.78,11.78,498.22,501.78,13.24,28.08,227.34,294.98,60
"593",67,960.12,24.54,8.42,6.92,39.88,7.76772217442,247.32,326.1,65.904722325,48.0919474428,8.88466245462,6.6601451708,469.8,16.96,6.22,5.24,28.42,490.32,7.58,2.2,1.68,11.46,498.22,501.78,14.64,26.28,232.68,299.82,60
"594",68,959.9,24.64,8.5,6.96,40.1,7.76222319266,249.48,330,69.9074471954,51.2511511744,8.9198601329,6.6142641674,469.52,17.08,6.34,5.28,28.7,490.38,7.56,2.16,1.68,11.4,498.22,501.78,13.8,26.54,235.68,303.46,60
"595",69,959.52,25,8.6,6.88,40.48,7.76318715768,254.42,336.4,73.939607037,54.054749626,8.96980569368,6.56675463622,468.98,17.5,6.42,5.32,29.24,490.54,7.5,2.18,1.56,11.24,498.22,501.78,12.78,25.38,241.64,311.02,60
"596",70,959.46,25.04,8.66,6.84,40.54,7.7581153822,259.28,340.58,78.7150421178,57.4898148548,9.0113484871,6.51539848132,468.72,17.7,6.44,5.36,29.5,490.74,7.34,2.22,1.48,11.04,498.22,501.78,13.14,25.6,246.14,314.98,60
"597",71,958.98,25.56,8.72,6.74,41.02,7.75003688276,264,344.24,84.1735326648,61.8287091862,9.0490392529,6.46221312746,468.2,18.16,6.54,5.32,30.02,490.78,7.4,2.18,1.42,11,498.22,501.78,13.3,25.1,250.7,319.14,60
"598",72,958.72,25.62,8.9,6.76,41.28,7.7421454358,268.02,345.28,89.4084124072,65.5549558684,9.08638365208,6.40921354228,467.82,18.4,6.62,5.38,30.4,490.9,7.22,2.28,1.38,10.88,498.22,501.78,13.26,22.78,254.76,322.5,60
"599",73,958.64,25.66,8.96,6.74,41.36,7.73758731542,272.96,353.56,94.7970953742,69.3901744796,9.12587781486,6.36085611112,467.48,18.56,6.74,5.44,30.74,491.16,7.1,2.22,1.3,10.62,498.22,501.78,13.32,24.44,259.64,329.12,60
"600",74,958.58,25.56,9.06,6.8,41.42,7.72915025068,277.06,356.44,100.4906220978,73.5027916868,9.1644574243,6.30566486166,467.34,18.54,6.8,5.54,30.88,491.24,7.02,2.26,1.26,10.54,498.22,501.78,12.56,24.46,264.5,331.98,60
"601",75,958.46,25.78,8.9,6.86,41.54,7.72119259422,284.22,361.6,106.6771503698,77.8602688212,9.20424907282,6.2502120689,467.02,18.82,6.78,5.6,31.2,491.44,6.96,2.12,1.26,10.34,498.22,501.78,12.6,23.88,271.62,337.72,60
"602",76,958.48,25.78,8.92,6.82,41.52,7.70917119866,287.3,365.26,113.1838389804,82.519237235,9.24380712708,6.1870319347,466.74,18.98,6.86,5.64,31.48,491.74,6.8,2.06,1.18,10.04,498.22,501.78,12.82,22.86,274.48,342.4,60
"603",77,958.34,25.78,8.98,6.9,41.66,7.70476453986,289.92,367.06,120.5544101924,87.9751112988,9.29076161394,6.13197902356,466.36,19.2,6.92,5.74,31.86,491.98,6.58,2.06,1.16,9.8,498.22,501.78,11.7,22.3,278.22,344.76,60
"604",78,958.08,25.96,9.02,6.94,41.92,7.69465460674,298.16,371.4,128.837111648,93.9138191384,9.32919641172,6.0735485925,465.98,19.46,7.04,5.74,32.24,492.1,6.5,1.98,1.2,9.68,498.22,501.78,12.3,23.42,285.86,347.98,60
"605",79,957.94,26.06,9.14,6.86,42.06,7.68976680954,301.9,377.8,137.3018513926,100.3028554208,9.37014525254,6.0233134878,465.7,19.68,7.1,5.74,32.52,492.24,6.38,2.04,1.12,9.54,498.22,501.78,12.32,21.4,289.58,356.4,60
"606",80,957.68,26.26,9.18,6.88,42.32,7.68166192698,306.26,380.16,146.4770173648,107.1259420602,9.41116994612,5.96654878598,465.34,19.9,7.18,5.8,32.88,492.34,6.36,2,1.08,9.44,498.22,501.78,11.66,21.3,294.6,358.86,60
"607",81,957.8,25.88,9.4,6.92,42.2,7.67143177384,309.38,384.18,156.2307051076,114.5903240182,9.44886517118,5.90874908254,465.18,19.78,7.44,5.82,33.04,492.62,6.1,1.96,1.1,9.16,498.22,501.78,11.82,21.12,297.56,363.06,60
"608",82,957.58,26.02,9.46,6.94,42.42,7.6593424437,314.08,387.84,167.3352602106,122.7702959432,9.4924334653,5.84157206358,464.88,19.9,7.52,5.92,33.34,492.7,6.12,1.94,1.02,9.08,498.22,501.78,11.36,21.18,302.72,366.66,60
"609",83,957.52,25.92,9.6,6.96,42.48,7.65867263696,318.6,391.18,178.8833692974,131.4091579634,9.53633377838,5.79676975566,464.5,20.1,7.68,5.94,33.72,493.02,5.82,1.92,1.02,8.76,498.22,501.78,12.06,20.62,306.54,370.56,60
"610",84,957.32,25.94,9.78,6.96,42.68,7.65126318884,322.26,393.92,189.8006392488,139.0691890526,9.5814079331,5.73739772108,464.1,20.34,7.8,5.98,34.12,493.22,5.6,1.98,0.98,8.56,498.22,501.78,10.52,20.12,311.74,373.8,60
"611",85,957.14,26,9.84,7.02,42.86,7.64872286226,326.68,398.06,201.5103573224,147.742019678,9.61923190604,5.69475956916,463.78,20.48,7.92,6.04,34.44,493.36,5.52,1.92,0.98,8.42,498.22,501.78,10.84,19.64,315.84,378.42,60
"612",86,957.1,26,9.86,7.04,42.9,7.63662049044,331.8,402.38,215.533549138,157.7445695754,9.65893960196,5.63108885274,463.5,20.64,7.98,6.1,34.72,493.6,5.36,1.88,0.94,8.18,498.22,501.78,10.16,19.4,321.64,382.98,60
"613",87,956.98,26.02,9.84,7.16,43.02,7.63420773486,337.5,404.56,231.513230896,168.85263294,9.7073969877,5.57815572276,463.16,20.8,8,6.26,35.06,493.82,5.22,1.84,0.9,7.96,498.22,501.78,11.24,17.98,326.26,386.58,60
"614",88,956.96,26.02,9.86,7.16,43.04,7.6256523852,338.26,407.94,249.73449541,182.630307718,9.74672793026,5.52237424836,462.92,20.94,8.12,6.24,35.3,494.04,5.08,1.74,0.92,7.74,498.22,501.78,11,18.42,327.26,389.52,60
"615",89,956.86,26.02,9.96,7.16,43.14,7.62114707366,345.24,412.3,266.853520988,195.1580561516,9.79333089968,5.46714034648,462.64,21,8.3,6.28,35.58,494.22,5.02,1.66,0.88,7.56,498.22,501.78,10.82,18.38,334.42,393.92,60
"616",90,956.78,26.12,9.9,7.2,43.22,7.60922899668,348.56,415.38,284.209261594,207.515603325,9.83396819676,5.40314748536,462.36,21.26,8.2,6.4,35.86,494.42,4.86,1.7,0.8,7.36,498.22,501.78,10.7,17.72,337.86,397.66,60
"617",91,956.58,26.32,9.98,7.12,43.42,7.6001531031,351.74,415.66,304.862430832,223.4880122724,9.87365174266,5.34562018732,461.88,21.66,8.26,6.42,36.34,494.7,4.66,1.72,0.7,7.08,498.22,501.78,10.4,17.26,341.34,398.4,60
"618",92,956.2,26.48,10.2,7.12,43.8,7.59018182788,355.4,420.26,328.737999562,240.5205565602,9.91612485122,5.28371885698,461.4,21.94,8.44,6.44,36.82,494.8,4.54,1.76,0.68,6.98,498.22,501.78,10.12,16.68,345.28,403.58,60
"619",93,956.1,26.46,10.3,7.14,43.9,7.58152648484,359.2,424.82,355.472215984,262.2880768944,9.95540421672,5.2276978566,461.24,21.92,8.56,6.5,36.98,494.86,4.54,1.74,0.64,6.92,498.22,501.78,10.52,17,348.68,407.82,60
"620",94,955.78,26.6,10.36,7.26,44.22,7.57587620788,363.2,427.18,380.65399341,281.435363796,9.99967994502,5.1723248794,460.86,22.14,8.64,6.58,37.36,494.92,4.46,1.72,0.68,6.86,498.22,501.78,9.44,17.38,353.76,409.8,60
"621",95,955.68,26.7,10.34,7.28,44.32,7.5706194412,364.98,431.06,410.994697284,304.93048432,10.04388159622,5.11791526336,460.6,22.34,8.64,6.64,37.62,495.08,4.36,1.7,0.64,6.7,498.22,501.78,8.74,16.98,356.24,414.08,60
"622",96,955.6,26.54,10.5,7.36,44.4,7.558581361,370.32,431.72,439.974354326,327.638221168,10.08318708306,5.05496070398,460.38,22.36,8.8,6.68,37.84,495.22,4.18,1.7,0.68,6.56,498.22,501.78,10,15.98,360.32,415.74,60
"623",97,955.24,26.7,10.56,7.5,44.76,7.55174301978,373.84,435.96,472.052043888,349.355402472,10.12913809974,4.9956505446,459.94,22.56,8.9,6.82,38.28,495.3,4.14,1.66,0.68,6.48,498.22,501.78,9.3,16.86,364.54,419.1,60
"624",98,954.82,26.98,10.64,7.56,45.18,7.54556811366,379.02,437.14,510.48637791,375.192130378,10.1731637006,4.93957617146,459.5,22.88,8.96,6.88,38.72,495.32,4.1,1.68,0.68,6.46,498.22,501.78,9.86,15.16,369.16,421.98,60
"625",99,954.28,27.38,10.66,7.68,45.72,7.54046742538,382.8,440.9,544.423535074,400.866660442,10.22156502746,4.8812360425,458.9,23.28,9.06,6.98,39.32,495.38,4.1,1.6,0.7,6.4,498.22,501.78,10.42,16.66,372.38,424.24,60
