[run number],initial-people,environment,healthy-treatment-chance-men,healthy-treatment-chance-women,dep-treatment-chance-men,dep-treatment-chance-women,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""male"" ]","count turtles with [ treatment? = TRUE and gender? = ""female"" ]","count turtles with [ treatment? = TRUE and gender? = ""male"" ]"
32,1000,10,5.13,10.3,18,37,51,963,20,12,5,37,8.033799965,98,40,2.683392171,9.652630969,8.364680083,7.733229476,454,14,5,3,22,509,6,7,2,15,476,524,26,14,72,26
29,1000,10,5.13,10.3,18,37,99,952,30,13,5,48,8.432319307,103,40,3.091193641,10.81525503,9.441906305,7.470056701,454,17,12,5,34,498,13,1,0,14,488,512,24,16,77,26
33,1000,10,5.13,10.3,18,37,5,940,28,14,18,60,7.39954747,101,25,2.524022631,9.057805477,6.98219257,7.803757334,464,15,6,7,28,476,13,8,11,32,492,508,13,12,70,31
36,1000,10,5.13,10.3,18,37,2,935,33,13,19,65,7.248543965,95,27,2.544593713,9.332460639,5.956581467,8.550883673,485,9,4,4,17,450,24,9,15,48,502,498,16,11,66,29
34,1000,10,5.13,10.3,18,37,5,945,26,14,15,55,6.998892712,98,35,2.509821926,9.240904698,6.324031367,7.681901276,485,7,8,3,18,460,19,6,12,37,503,497,17,18,63,35
31,1000,10,5.13,10.3,18,37,95,953,30,9,8,47,8.667418928,108,36,3.151870299,10.95154304,9.084108362,8.309592686,435,16,7,4,27,518,14,2,4,20,462,538,26,10,89,19
35,1000,10,5.13,10.3,18,37,3,948,28,10,14,52,6.903480661,82,22,2.485518394,9.106636566,6.777064717,7.021110942,457,16,5,4,25,491,12,5,10,27,482,518,17,5,58,24
30,1000,10,5.13,10.3,18,37,101,944,39,12,5,56,8.944123388,117,40,3.076442365,11.00634304,9.613668798,8.328552848,446,26,6,1,33,498,13,6,4,23,479,521,30,10,84,33
29,1000,10,5.13,10.3,18,37,100,951,31,13,5,49,8.458479827,119,32,3.104600488,10.84468134,9.479017123,7.485780217,453,18,12,5,35,498,13,1,0,14,488,512,22,10,97,22
36,1000,10,5.13,10.3,18,37,3,936,32,13,19,64,7.298187215,93,21,2.556410411,9.346152587,6.011866459,8.594839864,486,8,4,4,16,450,24,9,15,48,502,498,14,7,57,36
32,1000,10,5.13,10.3,18,37,52,963,20,12,5,37,8.092436368,99,32,2.683732378,9.679116193,8.446917856,7.770426466,454,14,5,3,22,509,6,7,2,15,476,524,23,9,71,28
33,1000,10,5.13,10.3,18,37,6,943,27,13,17,57,7.400549883,92,25,2.520322748,9.066546723,6.99496503,7.79336041,465,14,6,7,27,478,13,7,10,30,492,508,13,12,62,30
34,1000,10,5.13,10.3,18,37,6,946,26,15,13,54,6.989431358,99,30,2.507978924,9.251691494,6.314867183,7.672139164,486,7,8,2,17,460,19,7,11,37,503,497,17,13,67,32
31,1000,10,5.13,10.3,18,37,96,953,29,10,8,47,8.70794622,120,47,3.166019819,10.97917963,9.133805915,8.342245142,435,16,7,4,27,518,13,3,4,20,462,538,32,15,99,21
35,1000,10,5.13,10.3,18,37,4,949,26,10,15,51,6.944572611,90,30,2.469786514,9.116662854,6.844654137,7.037546943,457,15,5,5,25,492,11,5,10,26,482,518,13,17,60,30
30,1000,10,5.13,10.3,18,37,102,945,39,11,5,55,8.953419024,127,50,3.075054997,11.03091656,9.615616936,8.344603669,447,26,5,1,32,498,13,6,4,23,479,521,30,20,101,26
29,1000,10,5.13,10.3,18,37,101,950,32,13,5,50,8.475531355,119,38,3.104561119,10.8621894,9.462031664,7.535273247,452,19,12,5,36,498,13,1,0,14,488,512,23,15,92,27
33,1000,10,5.13,10.3,18,37,7,943,27,13,17,57,7.438843473,96,25,2.520906727,9.091010686,7.041680852,7.823497036,465,14,6,7,27,478,13,7,10,30,492,508,14,11,56,40
34,1000,10,5.13,10.3,18,37,7,948,25,14,13,52,6.99213166,83,30,2.517691017,9.267436751,6.335339614,7.656852784,487,6,8,2,16,461,19,6,11,36,503,497,19,11,49,34
36,1000,10,5.13,10.3,18,37,4,939,30,12,19,61,7.322392913,112,28,2.560841298,9.353273146,6.094399222,8.560250008,486,8,4,4,16,453,22,8,15,45,502,498,14,14,73,39
31,1000,10,5.13,10.3,18,37,97,953,28,11,8,47,8.708868669,120,46,3.179594204,11.02760642,9.155711066,8.325148989,435,15,8,4,27,518,13,3,4,20,462,538,33,13,102,18
32,1000,10,5.13,10.3,18,37,53,963,19,13,5,37,8.113802882,98,20,2.678248151,9.713114661,8.498094564,7.764713491,454,14,5,3,22,509,5,8,2,15,476,524,13,7,76,22
35,1000,10,5.13,10.3,18,37,5,951,25,10,14,49,6.934484652,80,29,2.469081711,9.129541756,6.861074284,7.002793141,458,14,5,5,24,493,11,5,9,25,482,518,23,6,61,19
30,1000,10,5.13,10.3,18,37,103,942,41,12,5,58,9.019478271,113,45,3.082315451,11.04631833,9.703532753,8.390568297,445,27,6,1,34,497,14,6,4,24,479,521,31,14,86,27
34,1000,10,5.13,10.3,18,37,8,949,25,14,12,51,6.986316554,103,30,2.509895233,9.263352172,6.362040779,7.618128858,486,7,8,2,17,463,18,6,10,34,503,497,18,12,73,30
36,1000,10,5.13,10.3,18,37,5,938,32,11,19,62,7.336448933,101,37,2.562146119,9.362793371,6.143015578,8.539468099,485,9,4,4,17,453,23,7,15,45,502,498,22,15,68,33
33,1000,10,5.13,10.3,18,37,8,944,27,13,16,56,7.441605774,103,36,2.533954161,9.079608319,7.051028954,7.819880961,465,14,6,7,27,479,13,7,9,29,492,508,21,15,71,32
29,1000,10,5.13,10.3,18,37,102,951,31,13,5,49,8.517262171,100,27,3.110501065,10.88445299,9.530821605,7.551213336,452,19,12,5,36,499,12,1,0,13,488,512,15,12,76,24
31,1000,10,5.13,10.3,18,37,98,951,30,11,8,49,8.734090149,116,40,3.193174068,11.0736236,9.213470306,8.322429122,434,16,8,4,28,517,14,3,4,21,462,538,32,8,96,20
35,1000,10,5.13,10.3,18,37,6,952,23,11,14,48,6.983209816,97,27,2.483271564,9.142876917,6.891386515,7.068651575,459,13,5,5,23,493,10,6,9,25,482,518,15,12,65,32
30,1000,10,5.13,10.3,18,37,104,941,43,11,5,59,9.022885897,133,29,3.079956448,11.07613291,9.744729947,8.359232729,444,28,6,1,35,497,15,5,4,24,479,521,17,12,111,22
37,1000,10,5.13,10.3,18,37,0,941,30,14,15,59,7.034,102,23,2.461679626,8.961201249,5.979919679,8.079681275,478,10,3,7,20,463,20,11,8,39,498,502,16,7,66,36
32,1000,10,5.13,10.3,18,37,54,963,18,14,5,37,8.129114184,103,38,2.681253699,9.728076106,8.516116752,7.777562233,454,13,6,3,22,509,5,8,2,15,476,524,27,11,78,25
29,1000,10,5.13,10.3,18,37,103,951,31,13,5,49,8.506490543,112,38,3.122243839,10.91828497,9.522682564,7.537932523,452,19,12,5,36,499,12,1,0,13,488,512,25,13,90,22
33,1000,10,5.13,10.3,18,37,9,945,27,13,15,55,7.429231832,100,27,2.532099111,9.084538086,7.042646091,7.803641643,465,15,6,6,27,480,12,7,9,28,492,508,15,12,72,28
36,1000,10,5.13,10.3,18,37,6,939,31,11,19,61,7.352651916,104,37,2.566029414,9.382160087,6.164151776,8.550698242,485,9,4,4,17,454,22,7,15,44,502,498,22,15,76,28
34,1000,10,5.13,10.3,18,37,9,950,25,13,12,50,7.002833261,95,27,2.515190676,9.266524047,6.437489514,7.575002084,485,8,8,2,18,465,17,5,10,32,503,497,15,12,72,23
35,1000,10,5.13,10.3,18,37,7,953,24,10,13,47,7.007325792,101,23,2.51766522,9.144664391,6.932530157,7.076923275,459,14,5,4,23,494,10,5,9,24,482,518,16,7,69,32
31,1000,10,5.13,10.3,18,37,99,950,31,11,8,50,8.782543541,129,44,3.202881362,11.10752844,9.237012118,8.392274986,433,17,8,4,29,517,14,3,4,21,462,538,30,14,104,25
37,1000,10,5.13,10.3,18,37,1,941,30,15,14,59,7.05297361,71,34,2.48071362,8.96778373,6.030437541,8.067361982,478,10,3,7,20,463,20,12,7,39,498,502,19,15,59,12
32,1000,10,5.13,10.3,18,37,55,964,19,13,4,36,8.133000696,101,33,2.700698222,9.734470096,8.54587239,7.75794931,455,13,5,3,21,509,6,8,1,15,476,524,24,9,79,22
33,1000,10,5.13,10.3,18,37,10,946,26,14,14,54,7.443017528,86,27,2.525921081,9.08268217,7.062153083,7.811886242,466,14,6,6,26,480,12,8,8,28,492,508,17,10,61,25
29,1000,10,5.13,10.3,18,37,104,951,31,13,5,49,8.53692484,110,36,3.108258093,10.93984685,9.537616774,7.58314034,452,19,12,5,36,499,12,1,0,13,488,512,24,12,94,16
38,1000,10,5.13,10.3,18,37,0,957,18,10,15,43,7.025,101,30,2.473668529,8.701466757,6.321285141,7.72310757,485,6,3,4,13,472,12,7,11,30,498,502,18,12,66,35
36,1000,10,5.13,10.3,18,37,7,943,29,9,19,57,7.342868556,108,37,2.566366087,9.382341001,6.164587177,8.530614042,486,9,3,4,16,457,20,6,15,41,502,498,19,18,76,32
34,1000,10,5.13,10.3,18,37,10,950,25,13,12,50,7.02140472,104,18,2.49709752,9.284478164,6.465905874,7.583609789,485,8,8,2,18,465,17,5,10,32,503,497,11,7,71,33
35,1000,10,5.13,10.3,18,37,8,953,25,10,12,47,7.027446715,101,28,2.528605504,9.154002384,7.000302084,7.052704847,459,14,5,4,23,494,11,5,8,24,482,518,13,15,71,30
31,1000,10,5.13,10.3,18,37,100,949,32,11,8,51,8.808426266,125,35,3.224374128,11.12494961,9.296174029,8.389579674,433,17,8,4,29,516,15,3,4,22,462,538,26,9,96,29
37,1000,10,5.13,10.3,18,37,2,942,29,15,14,58,7.080070972,78,30,2.484876493,8.957576836,6.047198373,8.104713511,478,10,3,7,20,464,19,12,7,38,498,502,16,14,59,19
32,1000,10,5.13,10.3,18,37,56,964,19,13,4,36,8.179103058,101,49,2.678948394,9.7419795,8.669304286,7.733805759,455,13,5,3,21,509,6,8,1,15,476,524,35,14,78,23
33,1000,10,5.13,10.3,18,37,11,945,27,14,14,55,7.476319071,111,33,2.521034544,9.090454626,7.110915552,7.830213817,466,14,6,6,26,479,13,8,8,29,492,508,17,16,74,37
38,1000,10,5.13,10.3,18,37,1,957,20,9,14,43,7.020527191,97,30,2.483716456,8.705684997,6.339360591,7.69626617,485,6,3,4,13,472,14,6,10,30,498,502,17,13,72,25
36,1000,10,5.13,10.3,18,37,8,942,30,9,19,58,7.39118349,107,30,2.557482426,9.377023311,6.231776583,8.559902903,485,10,3,4,17,457,20,6,15,41,502,498,12,18,77,30
34,1000,10,5.13,10.3,18,37,11,951,24,13,12,49,7.027478693,103,30,2.515813296,9.296757544,6.492145439,7.569274723,485,8,8,2,18,466,16,5,10,31,503,497,12,18,68,35
35,1000,10,5.13,10.3,18,37,9,953,25,10,12,47,7.073746961,97,28,2.516279509,9.161332322,7.053305747,7.09276755,459,14,5,4,23,494,11,5,8,24,482,518,14,14,59,38
31,1000,10,5.13,10.3,18,37,101,949,31,12,8,51,8.831396921,121,38,3.224935719,11.15074076,9.305481503,8.424283396,433,17,8,4,29,516,14,4,4,22,462,538,23,15,90,31
37,1000,10,5.13,10.3,18,37,3,943,29,15,13,57,7.069190367,105,30,2.508895156,8.964343854,6.052406649,8.077872224,479,8,4,7,19,464,21,11,6,38,498,502,18,12,70,35
32,1000,10,5.13,10.3,18,37,57,959,24,13,4,41,8.23482925,96,26,2.686327354,9.745534391,8.773741647,7.745282873,450,18,5,3,26,509,6,8,1,15,476,524,13,13,65,31
33,1000,10,5.13,10.3,18,37,12,946,27,13,14,54,7.477603111,92,29,2.511687854,9.086115589,7.111383619,7.832288132,466,14,6,6,26,480,13,7,8,28,492,508,15,14,60,32
36,1000,10,5.13,10.3,18,37,9,942,30,8,20,58,7.40567423,90,36,2.582429482,9.383696145,6.263949181,8.55656976,484,11,3,4,18,458,19,5,16,40,502,498,17,19,60,30
34,1000,10,5.13,10.3,18,37,12,952,23,13,12,48,7.049830128,92,32,2.52784261,9.301402907,6.508240514,7.597958046,486,7,8,2,17,466,16,5,10,31,503,497,20,12,64,28
38,1000,10,5.13,10.3,18,37,2,958,20,8,14,42,7.072463972,87,37,2.4861379,8.696735194,6.422772474,7.716978645,485,6,3,4,13,473,14,5,10,29,498,502,16,21,55,32
35,1000,10,5.13,10.3,18,37,10,952,26,10,12,48,7.099316613,111,25,2.5324352,9.166439696,7.106276362,7.092840553,458,15,5,4,24,494,11,5,8,24,482,518,12,13,80,31
31,1000,10,5.13,10.3,18,37,102,948,32,12,8,52,8.829778194,91,44,3.235054191,11.19049717,9.328110694,8.401842108,433,17,8,4,29,515,15,4,4,23,462,538,29,15,72,19
37,1000,10,5.13,10.3,18,37,4,944,29,15,12,56,7.093285101,79,17,2.498318095,8.957791717,6.124186851,8.054661453,479,8,4,7,19,465,21,11,5,37,498,502,7,10,58,21
36,1000,10,5.13,10.3,18,37,10,943,29,8,20,57,7.435333065,107,25,2.599483806,9.392878486,6.290598522,8.589262264,484,11,3,4,18,459,18,5,16,39,502,498,12,13,68,39
33,1000,10,5.13,10.3,18,37,13,946,27,13,14,54,7.503457593,100,27,2.518127162,9.086290918,7.124451755,7.870526239,466,14,6,6,26,480,13,7,8,28,492,508,13,14,67,33
32,1000,10,5.13,10.3,18,37,58,959,24,13,4,41,8.248330369,113,34,2.717943897,9.764365702,8.824613628,7.724836416,450,18,5,3,26,509,6,8,1,15,476,524,21,13,93,20
38,1000,10,5.13,10.3,18,37,3,958,20,8,14,42,7.113931993,112,34,2.506943914,8.705974792,6.47582118,7.746958258,485,6,3,4,13,473,14,5,10,29,498,502,21,13,76,36
34,1000,10,5.13,10.3,18,37,13,954,21,13,12,46,7.055735758,98,24,2.522352823,9.313469023,6.550167319,7.567407639,486,7,8,2,17,468,14,5,10,29,503,497,14,10,69,29
35,1000,10,5.13,10.3,18,37,11,954,25,9,12,46,7.081926187,88,23,2.537810164,9.169840471,7.122621683,7.044058949,458,15,5,4,24,496,10,4,8,22,482,518,17,6,63,25
31,1000,10,5.13,10.3,18,37,103,947,33,12,8,53,8.857613594,115,38,3.234636574,11.22549017,9.378036943,8.410707299,432,18,8,4,30,515,15,4,4,23,462,538,29,9,96,19
37,1000,10,5.13,10.3,18,37,5,944,29,15,12,56,7.127794556,107,29,2.494318603,8.958613946,6.139886098,8.107831233,479,8,4,7,19,465,21,11,5,37,498,502,14,15,70,37
36,1000,10,5.13,10.3,18,37,11,943,29,8,20,57,7.458030898,99,27,2.60060931,9.418052281,6.335406909,8.589671947,484,11,3,4,18,459,18,5,16,39,502,498,17,10,66,33
33,1000,10,5.13,10.3,18,37,14,946,28,13,13,54,7.564418311,113,31,2.527533724,9.101630102,7.212050751,7.90568768,466,14,6,6,26,480,14,7,7,28,492,508,15,16,73,40
34,1000,10,5.13,10.3,18,37,14,953,22,13,12,47,7.096090147,118,26,2.54024327,9.316783232,6.604211246,7.593907225,486,7,8,2,17,467,15,5,10,30,503,497,16,10,76,42
38,1000,10,5.13,10.3,18,37,4,958,21,8,13,42,7.144876746,91,37,2.503610837,8.730979116,6.559122284,7.725963842,486,5,3,4,12,472,16,5,9,30,498,502,26,11,67,24
32,1000,10,5.13,10.3,18,37,59,960,25,11,4,40,8.276286649,108,28,2.731587882,9.782074048,8.861265144,7.74489397,451,18,4,3,25,509,7,7,1,15,476,524,17,11,85,23
35,1000,10,5.13,10.3,18,37,12,954,25,9,12,46,7.114352698,89,31,2.533581703,9.1892695,7.149289857,7.081843604,458,15,5,4,24,496,10,4,8,22,482,518,23,8,62,27
31,1000,10,5.13,10.3,18,37,104,947,33,12,8,53,8.895438706,113,31,3.229304511,11.26266063,9.447834549,8.421076476,432,18,8,4,30,515,15,4,4,23,462,538,19,12,93,20
39,1000,10,5.13,10.3,18,37,0,936,28,15,21,64,7.362,114,27,2.523992462,9.012117433,6.575757576,8.132673267,471,12,9,3,24,465,16,6,18,40,495,505,18,9,83,31
37,1000,10,5.13,10.3,18,37,6,943,29,16,12,57,7.149036973,106,32,2.49670693,8.967544519,6.155323975,8.134831939,479,7,5,7,19,464,22,11,5,38,498,502,16,16,75,31
36,1000,10,5.13,10.3,18,37,12,944,28,8,20,56,7.462400422,90,36,2.601899662,9.427691216,6.358103421,8.575567279,484,11,3,4,18,460,17,5,16,38,502,498,25,11,65,25
34,1000,10,5.13,10.3,18,37,15,954,22,12,12,46,7.119252767,87,31,2.547263211,9.319460946,6.59920243,7.645581377,487,7,7,2,16,467,15,5,10,30,503,497,19,12,65,22
33,1000,10,5.13,10.3,18,37,15,949,24,14,13,51,7.554535428,97,27,2.533919411,9.10004976,7.208157231,7.890004077,466,14,6,6,26,483,10,8,7,25,492,508,15,12,69,28
38,1000,10,5.13,10.3,18,37,5,958,21,8,13,42,7.163538533,108,37,2.520790966,8.740128358,6.583141449,7.739310939,486,5,3,4,12,472,16,5,9,30,498,502,22,15,69,39
35,1000,10,5.13,10.3,18,37,13,954,25,9,12,46,7.117729087,99,40,2.546669953,9.190411376,7.16939423,7.069654572,458,15,5,4,24,496,10,4,8,22,482,518,23,17,71,28
32,1000,10,5.13,10.3,18,37,60,960,25,11,4,40,8.31212209,105,34,2.739679824,9.81168536,8.901776218,7.776482082,451,18,4,3,25,509,7,7,1,15,476,524,22,12,82,23
37,1000,10,5.13,10.3,18,37,7,942,30,16,12,58,7.169179236,93,29,2.500099746,8.983442503,6.184031912,8.146476781,479,7,5,7,19,463,23,11,5,39,498,502,17,12,65,28
39,1000,10,5.13,10.3,18,37,1,936,28,15,21,64,7.35656504,87,24,2.518135807,9.046134307,6.612827968,8.085574645,471,12,9,3,24,465,16,6,18,40,495,505,13,11,64,23
36,1000,10,5.13,10.3,18,37,13,947,26,8,19,53,7.441424214,85,20,2.607373875,9.432605024,6.39059239,8.500696454,484,11,3,4,18,463,15,5,15,35,502,498,11,9,61,24
34,1000,10,5.13,10.3,18,37,16,954,22,12,12,46,7.124367828,104,30,2.548687134,9.35497668,6.669315158,7.584914092,486,8,7,2,17,468,14,5,10,29,503,497,19,11,68,36
33,1000,10,5.13,10.3,18,37,16,950,23,15,12,50,7.578220221,91,32,2.547712099,9.120979539,7.253009976,7.893187623,466,15,6,5,26,484,8,9,7,24,492,508,22,10,62,29
38,1000,10,5.13,10.3,18,37,6,958,19,10,13,42,7.199269532,95,30,2.514126515,8.762646827,6.62282858,7.77111733,486,5,3,4,12,472,14,7,9,30,498,502,12,18,62,33
35,1000,10,5.13,10.3,18,37,14,954,26,9,11,46,7.14507595,104,24,2.548167024,9.206701997,7.180198926,7.112393953,458,16,5,3,24,496,10,4,8,22,482,518,16,8,69,35
32,1000,10,5.13,10.3,18,37,61,960,24,13,3,40,8.341581177,104,23,2.73890344,9.843502581,8.962925668,7.777153738,451,17,5,3,25,509,7,8,0,15,476,524,15,8,86,18
37,1000,10,5.13,10.3,18,37,8,943,30,15,12,57,7.184011006,99,24,2.494980023,8.986778982,6.221425994,8.138926017,479,7,5,7,19,464,23,10,5,38,498,502,11,13,73,26
39,1000,10,5.13,10.3,18,37,2,938,28,13,21,62,7.322891037,98,24,2.52566219,9.059114238,6.630572302,8.00150049,471,12,9,3,24,467,16,4,18,38,495,505,15,9,72,26
36,1000,10,5.13,10.3,18,37,14,947,26,8,19,53,7.483959293,86,30,2.615401203,9.446227839,6.444296885,8.531972403,484,11,3,4,18,463,15,5,15,35,502,498,17,13,62,24
34,1000,10,5.13,10.3,18,37,17,954,22,12,12,46,7.122737559,101,33,2.570593714,9.371264656,6.68233438,7.568457476,485,9,7,2,18,469,13,5,10,28,503,497,15,18,70,31
33,1000,10,5.13,10.3,18,37,17,952,22,14,12,48,7.595146938,91,38,2.556740678,9.142852767,7.297948628,7.882984672,467,14,6,5,25,485,8,8,7,23,492,508,17,21,60,31
38,1000,10,5.13,10.3,18,37,7,960,17,9,14,40,7.220346712,84,23,2.527108891,8.756889699,6.669158375,7.76714311,487,4,3,4,11,473,13,6,10,29,498,502,8,15,53,31
35,1000,10,5.13,10.3,18,37,15,954,26,9,11,46,7.151524906,100,19,2.560189456,9.220563799,7.182624379,7.122586787,458,16,5,3,24,496,10,4,8,22,482,518,12,7,73,27
37,1000,10,5.13,10.3,18,37,9,943,30,14,13,57,7.222607432,95,33,2.496612044,8.974275342,6.309223974,8.128712934,479,7,5,7,19,464,23,9,6,38,498,502,18,15,66,29
39,1000,10,5.13,10.3,18,37,3,939,27,13,21,61,7.312911043,97,30,2.543744485,9.064601083,6.659439371,7.953442681,471,12,9,3,24,468,15,4,18,37,495,505,14,16,67,30
32,1000,10,5.13,10.3,18,37,62,959,24,14,3,41,8.392191361,108,33,2.735761079,9.87354584,9.015494693,7.825984517,451,16,6,3,25,508,8,8,0,16,476,524,18,15,88,20
36,1000,10,5.13,10.3,18,37,15,946,27,9,18,54,7.529029085,101,31,2.626232243,9.477713297,6.507911534,8.558348384,483,11,4,4,19,463,16,5,14,35,502,498,18,13,73,28
34,1000,10,5.13,10.3,18,37,18,954,23,11,12,46,7.119155946,106,33,2.539087223,9.364014211,6.707862043,7.535415168,485,9,7,2,18,469,14,4,10,28,503,497,15,18,65,41
33,1000,10,5.13,10.3,18,37,18,952,22,14,12,48,7.600039742,105,35,2.547537989,9.157775594,7.303646361,7.887097898,467,14,6,5,25,485,8,8,7,23,492,508,23,12,68,37
38,1000,10,5.13,10.3,18,37,8,958,19,9,14,42,7.292176077,86,28,2.540527866,8.777198164,6.750898798,7.829140391,486,5,3,4,12,472,14,6,10,30,498,502,16,12,54,32
35,1000,10,5.13,10.3,18,37,16,955,26,8,11,45,7.166589306,106,32,2.547878032,9.230874578,7.225999212,7.111308273,459,16,4,3,23,496,10,4,8,22,482,518,22,10,72,34
37,1000,10,5.13,10.3,18,37,10,943,30,14,13,57,7.270658934,101,31,2.517330481,8.988617791,6.391092742,8.14321663,479,7,5,7,19,464,23,9,6,38,498,502,16,15,76,25
39,1000,10,5.13,10.3,18,37,4,940,26,13,21,60,7.305954084,93,28,2.538238137,9.064246155,6.663552517,7.935634828,472,11,9,3,23,468,15,4,18,37,495,505,15,13,62,31
32,1000,10,5.13,10.3,18,37,63,959,23,15,3,41,8.400199849,119,32,2.747280408,9.918108193,9.085587833,7.777595497,450,16,7,3,26,509,7,8,0,15,476,524,22,10,97,22
36,1000,10,5.13,10.3,18,37,16,947,26,9,18,53,7.538474651,89,36,2.631174632,9.488749968,6.567072757,8.51767897,483,11,4,4,19,464,15,5,14,34,502,498,21,15,58,31
34,1000,10,5.13,10.3,18,37,19,956,21,11,12,44,7.101199875,104,24,2.551267724,9.373885641,6.734410005,7.472417793,485,9,7,2,18,471,12,4,10,26,503,497,14,10,73,31
35,1000,10,5.13,10.3,18,37,17,956,26,6,12,44,7.187486892,95,31,2.570358602,9.265948212,7.297368164,7.085242156,458,17,3,4,24,498,9,3,8,20,482,518,22,9,68,27
38,1000,10,5.13,10.3,18,37,9,958,19,9,14,42,7.317531287,84,29,2.566807625,8.801670207,6.78321957,7.84758554,486,5,3,4,12,472,14,6,10,30,498,502,15,14,56,28
33,1000,10,5.13,10.3,18,37,19,951,23,15,11,49,7.603025349,106,29,2.520422097,9.164670349,7.338073699,7.859632064,466,15,6,5,26,485,8,9,6,23,492,508,17,12,71,35
37,1000,10,5.13,10.3,18,37,11,944,30,13,13,56,7.255953738,93,39,2.514517125,8.980118289,6.369905295,8.134942034,480,7,4,7,18,464,23,9,6,38,498,502,22,17,64,29
39,1000,10,5.13,10.3,18,37,5,941,24,13,22,59,7.347578092,83,24,2.541195815,9.080458641,6.750297927,7.933030928,472,11,8,4,23,469,13,5,18,36,495,505,13,11,59,24
36,1000,10,5.13,10.3,18,37,17,948,25,9,18,52,7.557411646,104,26,2.619807306,9.500486272,6.580824836,8.541842527,483,11,4,4,19,465,14,5,14,33,502,498,19,7,78,26
32,1000,10,5.13,10.3,18,37,64,959,23,15,3,41,8.41125169,102,32,2.761617572,9.954020091,9.112956116,7.773825533,450,16,7,3,26,509,7,8,0,15,476,524,18,14,88,14
34,1000,10,5.13,10.3,18,37,20,956,21,11,12,44,7.104970778,103,30,2.540703283,9.384863415,6.756483239,7.457665409,485,9,7,2,18,471,12,4,10,26,503,497,18,12,74,29
35,1000,10,5.13,10.3,18,37,18,957,24,7,12,43,7.173645326,85,39,2.563472106,9.284255397,7.274146775,7.080128534,459,15,4,4,23,498,9,3,8,20,482,518,28,11,58,27
38,1000,10,5.13,10.3,18,37,10,959,17,10,14,41,7.353824141,92,34,2.55533087,8.807750185,6.797097356,7.906114857,486,4,4,4,12,473,13,6,10,29,498,502,21,13,58,34
33,1000,10,5.13,10.3,18,37,20,952,23,14,11,48,7.596825467,81,29,2.516599143,9.163308129,7.34044913,7.845126959,467,15,5,5,25,485,8,9,6,23,492,508,14,15,56,25
37,1000,10,5.13,10.3,18,37,12,946,28,13,13,54,7.292103897,99,32,2.533779724,8.994303713,6.453153197,8.124369731,480,7,4,7,18,466,21,9,6,36,498,502,16,16,79,20
39,1000,10,5.13,10.3,18,37,6,941,24,14,21,59,7.344905981,96,23,2.546750761,9.075433548,6.769026231,7.909382171,472,10,9,4,23,469,14,5,17,36,495,505,15,8,69,27
36,1000,10,5.13,10.3,18,37,18,950,25,8,17,50,7.580567002,87,19,2.610633121,9.503296663,6.615333409,8.553553475,484,11,4,3,18,466,14,4,14,32,502,498,17,2,59,28
34,1000,10,5.13,10.3,18,37,21,956,23,11,10,44,7.102085672,94,30,2.533084572,9.413119743,6.770599264,7.437573928,485,9,7,2,18,471,14,4,8,26,503,497,13,17,69,25
35,1000,10,5.13,10.3,18,37,19,955,25,8,12,45,7.186944605,92,42,2.562008693,9.27705446,7.287077487,7.093770765,457,16,5,4,25,498,9,3,8,20,482,518,24,18,61,31
32,1000,10,5.13,10.3,18,37,65,959,23,15,3,41,8.433686087,109,40,2.760880142,9.977637977,9.126639695,7.804209145,450,16,7,3,26,509,7,8,0,15,476,524,23,17,89,20
38,1000,10,5.13,10.3,18,37,11,957,17,11,15,43,7.411148396,79,22,2.577408748,8.814615482,6.850918664,7.966914147,486,4,4,4,12,471,13,7,11,31,498,502,9,13,55,24
33,1000,10,5.13,10.3,18,37,21,952,23,14,11,48,7.619457751,110,24,2.509912568,9.163990431,7.380867615,7.850533237,468,14,5,5,24,484,9,9,6,24,492,508,13,11,70,40
37,1000,10,5.13,10.3,18,37,13,945,29,13,13,55,7.315781042,100,33,2.533675354,9.001439703,6.468011987,8.156794966,480,7,4,7,18,465,22,9,6,37,498,502,20,13,68,32
