[run number],initial-people,environment,healthy-treatment-chance-men,healthy-treatment-chance-women,dep-treatment-chance-men,dep-treatment-chance-women,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""male"" ]","count turtles with [ treatment? = TRUE and gender? = ""female"" ]","count turtles with [ treatment? = TRUE and gender? = ""male"" ]"
31,1000,20,5.13,10.3,18,37,56,953,26,11,10,47,8.13209616,107,58,5.771420291,11.21552492,8.360145722,7.919044056,452,20,6,5,31,501,6,5,5,16,483,517,37,21,88,19
28,1000,20,5.13,10.3,18,37,66,957,24,7,12,43,8.372621055,123,60,5.912245481,11.17373389,9.006757735,7.801174692,453,12,3,6,21,504,12,4,6,22,474,526,43,17,98,25
25,1000,20,5.13,10.3,18,37,71,963,21,10,6,37,8.422903816,100,69,5.901287506,11.07134144,9.070144151,7.791013055,473,10,7,4,21,490,11,3,2,16,494,506,51,18,81,19
27,1000,20,5.13,10.3,18,37,67,952,28,16,4,48,8.333659868,111,71,5.836040446,10.51952773,8.974125865,7.653577418,481,17,14,3,34,471,11,2,1,14,515,485,48,23,87,24
26,1000,20,5.13,10.3,18,37,67,967,23,4,6,33,8.037397155,112,68,5.93174684,11.1056224,8.168917875,7.911538776,471,11,2,5,18,496,12,2,1,15,489,511,49,19,90,22
30,1000,20,5.13,10.3,18,37,57,963,24,12,1,37,8.05196964,118,61,5.759081642,11.04884545,8.06621108,8.038928628,458,13,6,1,20,505,11,6,0,17,478,522,40,21,97,21
29,1000,20,5.13,10.3,18,37,59,942,34,12,12,58,8.604354899,116,54,5.657288116,10.48303313,9.032825058,8.161950751,471,21,8,8,37,471,13,4,4,21,508,492,38,16,85,31
32,1000,20,5.13,10.3,18,37,15,947,25,15,13,53,7.591379999,91,54,5.115211624,9.394760599,6.66633141,8.480152173,468,12,6,4,22,479,13,9,9,31,490,510,32,22,65,26
28,1000,20,5.13,10.3,18,37,67,957,23,9,11,43,8.420792366,130,63,5.937795589,11.18060489,9.015362046,7.885001439,453,12,3,6,21,504,11,6,5,22,474,526,42,21,107,23
31,1000,20,5.13,10.3,18,37,57,953,27,11,9,47,8.13616665,115,67,5.802603088,11.27444908,8.412713915,7.877806245,452,20,6,5,31,501,7,5,4,16,483,517,44,23,89,26
25,1000,20,5.13,10.3,18,37,72,963,21,10,6,37,8.418387144,127,66,5.912149432,11.09724708,9.086869768,7.765757863,473,10,7,4,21,490,11,3,2,16,494,506,48,18,103,24
27,1000,20,5.13,10.3,18,37,68,952,28,15,5,48,8.347761027,102,67,5.852260552,10.54758143,9.055321123,7.596434327,481,17,13,4,34,471,11,2,1,14,515,485,45,22,84,18
26,1000,20,5.13,10.3,18,37,68,966,22,5,7,34,8.05575966,123,51,5.949149912,11.16336245,8.18838666,7.928842629,470,11,3,5,19,496,11,2,2,15,489,511,38,13,99,24
30,1000,20,5.13,10.3,18,37,58,963,24,11,2,37,8.085825959,112,52,5.768369608,11.09181289,8.095567928,8.076905152,458,13,6,1,20,505,11,5,1,17,478,522,37,15,88,24
29,1000,20,5.13,10.3,18,37,60,941,33,13,13,59,8.647984699,113,61,5.680741712,10.5240169,9.109192697,8.171778066,471,19,9,9,37,470,14,4,4,22,508,492,45,16,93,20
32,1000,20,5.13,10.3,18,37,16,947,25,15,13,53,7.601731523,101,62,5.126625546,9.418399198,6.713353469,8.455271222,468,12,6,4,22,479,13,9,9,31,490,510,35,27,74,27
28,1000,20,5.13,10.3,18,37,68,957,22,10,11,43,8.445120521,119,66,5.944624359,11.20167921,9.038967103,7.909981206,453,12,3,6,21,504,10,7,5,22,474,526,47,19,100,19
25,1000,20,5.13,10.3,18,37,73,963,20,11,6,37,8.44951222,94,69,5.934993465,11.1662342,9.148524507,7.767077298,473,9,8,4,21,490,11,3,2,16,494,506,53,16,76,18
31,1000,20,5.13,10.3,18,37,58,952,27,12,9,48,8.184330375,105,57,5.829200056,11.28154865,8.476767215,7.911125358,452,20,6,5,31,500,7,6,4,17,483,517,44,13,77,28
27,1000,20,5.13,10.3,18,37,69,951,28,15,6,49,8.367966503,117,71,5.867851779,10.58237785,9.128949474,7.559912422,480,17,13,5,35,471,11,2,1,14,515,485,54,17,95,22
26,1000,20,5.13,10.3,18,37,69,965,23,5,7,35,8.085646251,127,64,5.969828288,11.18880436,8.273809375,7.905584082,470,11,3,5,19,495,12,2,2,16,489,511,39,25,100,27
29,1000,20,5.13,10.3,18,37,61,940,33,14,13,60,8.695957858,109,59,5.673011529,10.54234059,9.136815061,8.240763834,470,19,10,9,38,470,14,4,4,22,508,492,41,18,83,26
30,1000,20,5.13,10.3,18,37,59,964,25,10,1,36,8.093539473,112,72,5.799438299,11.12034806,8.086159312,8.100297551,459,14,5,0,19,505,11,5,1,17,478,522,55,17,84,28
32,1000,20,5.13,10.3,18,37,17,945,28,15,12,55,7.622867572,104,51,5.149692657,9.443894538,6.735400065,8.475532432,468,12,6,4,22,477,16,9,8,33,490,510,32,19,74,30
28,1000,20,5.13,10.3,18,37,69,957,22,10,11,43,8.464021792,119,44,6.002923801,11.24654868,9.035446215,7.949087995,453,12,3,6,21,504,10,7,5,22,474,526,35,9,92,27
25,1000,20,5.13,10.3,18,37,74,962,21,11,6,38,8.488643348,108,60,5.960718127,11.19905832,9.18530935,7.808499068,472,10,8,4,22,490,11,3,2,16,494,506,43,17,89,19
31,1000,20,5.13,10.3,18,37,59,954,25,13,8,46,8.212498425,129,66,5.848311151,11.29118068,8.498651471,7.945163955,453,19,7,4,30,501,6,6,4,16,483,517,49,17,105,24
27,1000,20,5.13,10.3,18,37,70,951,29,14,6,49,8.392526642,111,56,5.914409867,10.61132162,9.175450972,7.561174002,480,18,12,5,35,471,11,2,1,14,515,485,39,17,88,23
26,1000,20,5.13,10.3,18,37,70,965,23,5,7,35,8.111517169,105,77,5.978884565,11.2392476,8.32482293,7.907394827,470,11,3,5,19,495,12,2,2,16,489,511,54,23,92,13
30,1000,20,5.13,10.3,18,37,60,964,24,10,2,36,8.146662877,119,76,5.818119037,11.17559448,8.170258875,8.125055814,459,13,5,1,19,505,11,5,1,17,478,522,53,23,97,22
29,1000,20,5.13,10.3,18,37,62,940,32,15,13,60,8.695010238,100,65,5.695545998,10.60071974,9.158997854,8.215933594,470,18,11,9,38,470,14,4,4,22,508,492,39,26,76,24
28,1000,20,5.13,10.3,18,37,70,956,23,10,11,44,8.491760343,99,60,6.027667665,11.26599505,9.063684027,7.976376642,453,12,3,6,21,503,11,7,5,23,474,526,44,16,77,22
32,1000,20,5.13,10.3,18,37,18,943,30,15,12,57,7.66521119,103,59,5.150358419,9.483343557,6.769378567,8.525913123,467,13,6,4,23,476,17,9,8,34,490,510,30,29,67,36
25,1000,20,5.13,10.3,18,37,75,963,20,11,6,37,8.506371317,127,70,5.965242514,11.21463719,9.19064188,7.838328516,472,10,8,4,22,491,10,3,2,15,494,506,48,22,101,26
31,1000,20,5.13,10.3,18,37,60,954,25,13,8,46,8.24107434,103,72,5.869204496,11.31571226,8.534838102,7.966629664,453,19,7,4,30,501,6,6,4,16,483,517,53,19,86,17
27,1000,20,5.13,10.3,18,37,71,951,29,13,7,49,8.421233268,103,76,5.928928558,10.62936326,9.232134611,7.560173079,480,18,11,6,35,471,11,2,1,14,515,485,46,30,84,19
26,1000,20,5.13,10.3,18,37,71,965,23,5,7,35,8.10750562,114,68,5.994339758,11.30000307,8.36021997,7.865671341,470,11,3,5,19,495,12,2,2,16,489,511,52,16,90,24
30,1000,20,5.13,10.3,18,37,61,964,25,9,2,36,8.155587035,112,72,5.849799719,11.21678828,8.166332034,8.145747745,459,13,5,1,19,505,12,4,1,17,478,522,53,19,91,21
29,1000,20,5.13,10.3,18,37,63,938,34,15,13,62,8.705954973,102,66,5.72828858,10.62113885,9.185529246,8.210784788,469,19,11,9,39,469,15,4,4,23,508,492,49,17,77,25
28,1000,20,5.13,10.3,18,37,71,958,22,9,11,42,8.461745357,116,65,6.039485097,11.26852566,9.080137934,7.904486647,453,12,3,6,21,505,10,6,5,21,474,526,50,15,93,23
25,1000,20,5.13,10.3,18,37,76,964,20,11,5,36,8.484488627,109,49,6.003532202,11.26277073,9.178718856,7.806722356,472,11,8,3,22,492,9,3,2,14,494,506,30,19,89,20
27,1000,20,5.13,10.3,18,37,72,951,30,12,7,49,8.449582153,110,74,5.94151543,10.66575408,9.272042159,7.576248332,480,18,10,7,35,471,12,2,0,14,515,485,50,24,88,22
31,1000,20,5.13,10.3,18,37,61,954,25,13,8,46,8.248427286,118,73,5.870918493,11.36333748,8.567594997,7.950249328,453,19,7,4,30,501,6,6,4,16,483,517,52,21,96,22
32,1000,20,5.13,10.3,18,37,19,943,29,16,12,57,7.681814641,106,64,5.163351687,9.506134895,6.817131223,8.512588906,466,14,6,4,24,477,15,10,8,33,490,510,42,22,79,27
26,1000,20,5.13,10.3,18,37,72,965,22,6,7,35,8.120056565,106,77,5.993898384,11.35595068,8.378851993,7.872403014,470,11,3,5,19,495,11,3,2,16,489,511,57,20,88,18
29,1000,20,5.13,10.3,18,37,64,936,36,15,13,64,8.732078668,110,60,5.761524771,10.68679544,9.242504927,8.205053182,468,20,11,9,40,468,16,4,4,24,508,492,41,19,88,22
30,1000,20,5.13,10.3,18,37,62,964,25,9,2,36,8.177422507,104,73,5.877733053,11.23688043,8.235824157,8.123943601,459,13,5,1,19,505,12,4,1,17,478,522,51,22,86,18
28,1000,20,5.13,10.3,18,37,72,958,22,9,11,42,8.445342172,118,63,6.062821274,11.30590898,9.090680926,7.863801165,453,12,3,6,21,505,10,6,5,21,474,526,43,20,88,30
25,1000,20,5.13,10.3,18,37,77,963,21,12,4,37,8.503097843,115,67,6.015920375,11.30266279,9.214121934,7.808935984,471,12,9,2,23,492,9,3,2,14,494,506,52,15,87,28
27,1000,20,5.13,10.3,18,37,73,952,29,12,7,48,8.446234629,99,73,5.955905257,10.72978787,9.298122267,7.54165291,480,18,10,7,35,472,11,2,0,13,515,485,47,26,82,17
31,1000,20,5.13,10.3,18,37,62,954,25,13,8,46,8.291000609,105,64,5.890239791,11.40505444,8.628973743,7.975253949,453,19,7,4,30,501,6,6,4,16,483,517,45,19,78,27
32,1000,20,5.13,10.3,18,37,20,945,27,16,12,55,7.6900017,116,53,5.17817618,9.543154145,6.762843748,8.580800516,468,13,5,4,22,477,14,11,8,33,490,510,32,21,81,35
26,1000,20,5.13,10.3,18,37,73,964,22,6,8,36,8.113432792,119,59,6.020295319,11.43229628,8.414785723,7.82505396,469,12,3,5,20,495,10,3,3,16,489,511,45,14,101,18
30,1000,20,5.13,10.3,18,37,63,964,24,10,2,36,8.19852381,108,68,5.883570829,11.25897726,8.270902774,8.132245755,459,13,5,1,19,505,11,5,1,17,478,522,48,20,82,26
29,1000,20,5.13,10.3,18,37,65,936,36,14,14,64,8.744175152,110,57,5.778272938,10.73481116,9.245833776,8.226202426,468,20,11,9,40,468,16,3,5,24,508,492,38,19,92,18
28,1000,20,5.13,10.3,18,37,73,957,22,10,11,43,8.445132146,127,71,6.083636675,11.33250591,9.115981669,7.840602348,452,12,4,6,22,505,10,6,5,21,474,526,50,21,102,25
25,1000,20,5.13,10.3,18,37,78,963,21,12,4,37,8.518539704,128,63,6.026137841,11.34235865,9.210439052,7.843049036,471,12,9,2,23,492,9,3,2,14,494,506,38,25,110,18
27,1000,20,5.13,10.3,18,37,74,951,30,12,7,49,8.450428216,129,70,5.975298141,10.77253179,9.312257802,7.535289584,479,19,10,7,36,472,11,2,0,13,515,485,48,22,110,19
31,1000,20,5.13,10.3,18,37,63,955,25,12,8,45,8.277468957,117,61,5.921798391,11.48291795,8.638061118,7.940590788,453,19,7,4,30,502,6,5,4,15,483,517,40,21,94,23
26,1000,20,5.13,10.3,18,37,74,962,23,7,8,38,8.138151069,120,72,6.034835396,11.49198504,8.453943728,7.835954179,468,12,4,5,21,494,11,3,3,17,489,511,49,23,95,25
32,1000,20,5.13,10.3,18,37,21,945,27,16,12,55,7.677709617,106,55,5.19101088,9.564091558,6.745451152,8.573408927,468,13,5,4,22,477,14,11,8,33,490,510,42,13,74,32
30,1000,20,5.13,10.3,18,37,64,962,26,10,2,38,8.187171137,112,64,5.898387411,11.28812598,8.270210834,8.111130955,459,13,5,1,19,503,13,5,1,19,478,522,47,17,87,25
29,1000,20,5.13,10.3,18,37,66,934,38,13,15,66,8.772650567,100,57,5.823776813,10.78437925,9.259837157,8.26962051,468,20,10,10,40,466,18,3,5,26,508,492,46,11,79,21
28,1000,20,5.13,10.3,18,37,74,955,24,10,11,45,8.434253713,157,76,6.096038541,11.37447215,9.119761122,7.816515097,450,14,4,6,24,505,10,6,5,21,474,526,57,19,122,35
25,1000,20,5.13,10.3,18,37,79,962,22,12,4,38,8.537792954,101,68,6.024622183,11.38612235,9.268639117,7.824279112,470,13,9,2,24,492,9,3,2,14,494,506,51,17,80,21
27,1000,20,5.13,10.3,18,37,75,954,28,11,7,46,8.4361992,110,65,5.988404676,10.78681256,9.327512924,7.489752668,479,19,10,7,36,475,9,1,0,10,515,485,49,16,86,24
31,1000,20,5.13,10.3,18,37,64,954,26,12,8,46,8.319968358,121,54,5.940297384,11.54233477,8.739549445,7.927980612,453,19,7,4,30,501,7,5,4,16,483,517,40,14,100,21
26,1000,20,5.13,10.3,18,37,75,963,22,7,8,37,8.163805759,120,65,6.055599352,11.54462634,8.488794664,7.852808549,468,12,4,5,21,495,10,3,3,16,489,511,49,16,89,31
30,1000,20,5.13,10.3,18,37,65,962,26,9,3,38,8.190619758,122,69,5.902821279,11.32055256,8.302669216,8.088015083,459,13,5,1,19,503,13,4,2,19,478,522,56,13,104,18
29,1000,20,5.13,10.3,18,37,67,934,38,13,15,66,8.788117971,107,63,5.831310681,10.81449806,9.283466718,8.276660321,468,20,10,10,40,466,18,3,5,26,508,492,42,21,78,29
32,1000,20,5.13,10.3,18,37,22,945,27,15,13,55,7.740957213,87,59,5.20945594,9.601923001,6.787862298,8.656675857,468,13,5,4,22,477,14,10,9,33,490,510,41,18,63,24
28,1000,20,5.13,10.3,18,37,75,951,28,10,11,49,8.499578834,121,72,6.12543882,11.43650496,9.223027556,7.847649758,448,16,4,6,26,503,12,6,5,23,474,526,51,21,92,29
25,1000,20,5.13,10.3,18,37,80,959,25,12,4,41,8.610762838,122,75,6.052529781,11.4291889,9.310251168,7.927863164,470,13,9,2,24,489,12,3,2,17,494,506,56,19,99,23
27,1000,20,5.13,10.3,18,37,76,954,28,11,7,46,8.42868408,120,65,6.000974015,10.81244095,9.369765281,7.429391671,478,20,10,7,37,476,8,1,0,9,515,485,46,19,98,22
31,1000,20,5.13,10.3,18,37,65,954,26,12,8,46,8.310479325,117,77,5.960550833,11.58735182,8.74466092,7.904851258,452,20,7,4,31,502,6,5,4,15,483,517,60,17,96,21
26,1000,20,5.13,10.3,18,37,76,965,20,8,7,35,8.130860842,117,84,6.076049541,11.59058584,8.504124019,7.773667703,468,11,5,5,21,497,9,3,2,14,489,511,56,28,100,17
30,1000,20,5.13,10.3,18,37,66,961,26,9,4,39,8.208616934,128,66,5.929041719,11.39619167,8.315938243,8.110341866,459,13,5,1,19,502,13,4,3,20,478,522,56,10,104,24
29,1000,20,5.13,10.3,18,37,68,935,37,13,15,65,8.779828052,112,72,5.849854398,10.84584265,9.336158127,8.205405943,468,20,10,10,40,467,17,3,5,25,508,492,52,20,90,22
32,1000,20,5.13,10.3,18,37,23,946,26,15,13,54,7.752491064,101,68,5.235682363,9.598248583,6.837848663,8.631265135,469,12,5,4,21,477,14,10,9,33,490,510,41,27,73,28
28,1000,20,5.13,10.3,18,37,76,951,27,11,11,49,8.511239539,134,56,6.155449997,11.47405032,9.263740065,7.8331307,448,15,5,6,26,503,12,6,5,23,474,526,41,15,112,22
25,1000,20,5.13,10.3,18,37,81,958,25,13,4,42,8.640553912,124,77,6.078149021,11.45741579,9.354426752,7.943610862,470,13,9,2,24,488,12,4,2,18,494,506,58,19,104,20
27,1000,20,5.13,10.3,18,37,77,952,30,11,7,48,8.469962047,115,62,6.013186967,10.89267597,9.449301636,7.430044752,477,21,10,7,38,475,9,1,0,10,515,485,44,18,95,20
31,1000,20,5.13,10.3,18,37,66,954,26,12,8,46,8.349519716,107,60,5.961852333,11.65137968,8.799217597,7.929395777,452,20,7,4,31,502,6,5,4,15,483,517,43,17,89,18
26,1000,20,5.13,10.3,18,37,77,965,21,7,7,35,8.138483268,132,59,6.097783475,11.64228195,8.516996417,7.776266185,468,12,4,5,21,497,9,3,2,14,489,511,46,13,107,25
29,1000,20,5.13,10.3,18,37,69,935,36,14,15,65,8.793523008,107,55,5.849108259,10.90113526,9.366393893,8.202022176,468,19,11,10,40,467,17,3,5,25,508,492,39,16,79,28
30,1000,20,5.13,10.3,18,37,67,961,26,9,4,39,8.212743707,112,69,5.961974997,11.46476668,8.336038243,8.099841814,459,13,5,1,19,502,13,4,3,20,478,522,49,20,94,18
28,1000,20,5.13,10.3,18,37,77,950,29,11,10,50,8.549138645,128,79,6.167211554,11.53392089,9.326046923,7.849034989,446,17,5,6,28,504,12,6,4,22,474,526,58,21,96,32
25,1000,20,5.13,10.3,18,37,82,958,25,13,4,42,8.659425615,126,79,6.106237809,11.48633309,9.389762515,7.946408959,470,13,9,2,24,488,12,4,2,18,494,506,58,21,107,19
32,1000,20,5.13,10.3,18,37,24,946,27,15,12,54,7.757444948,92,54,5.236061939,9.612535291,6.873055077,8.607152863,469,12,5,4,21,477,15,10,8,33,490,510,35,19,73,19
27,1000,20,5.13,10.3,18,37,78,952,30,11,7,48,8.501011468,106,67,6.035804307,10.94052729,9.487066985,7.453962827,477,21,10,7,38,475,9,1,0,10,515,485,49,18,88,18
31,1000,20,5.13,10.3,18,37,67,953,27,12,8,47,8.378384522,111,60,5.999326964,11.74926542,8.836252549,7.950627738,451,21,7,4,32,502,6,5,4,15,483,517,40,20,92,19
26,1000,20,5.13,10.3,18,37,78,965,22,6,7,35,8.12347675,115,68,6.12342234,11.71609705,8.533603694,7.731006934,468,12,4,5,21,497,10,2,2,14,489,511,46,22,96,19
29,1000,20,5.13,10.3,18,37,70,934,37,13,16,66,8.871928879,118,58,5.853040078,10.94701875,9.496059178,8.22750166,467,20,10,11,41,467,17,3,5,25,508,492,43,15,91,27
30,1000,20,5.13,10.3,18,37,68,961,25,10,4,39,8.263129384,112,55,5.978360072,11.53217542,8.378716701,8.157285059,459,12,6,1,19,502,13,4,3,20,478,522,40,15,90,22
28,1000,20,5.13,10.3,18,37,78,950,30,10,10,50,8.537387975,114,69,6.190130435,11.56883162,9.345377143,7.809276063,445,18,5,6,29,505,12,5,4,21,474,526,49,20,90,24
25,1000,20,5.13,10.3,18,37,83,958,25,12,5,42,8.673379505,124,71,6.137919144,11.54954311,9.424760965,7.939817367,470,13,9,2,24,488,12,3,3,18,494,506,57,14,102,22
32,1000,20,5.13,10.3,18,37,25,946,27,15,12,54,7.798038679,96,50,5.252188869,9.641431853,6.959486752,8.603706217,469,12,5,4,21,477,15,10,8,33,490,510,28,22,73,23
27,1000,20,5.13,10.3,18,37,79,951,30,12,7,49,8.55246725,109,84,6.069363173,10.96576751,9.534599939,7.509584085,477,21,10,7,38,474,9,2,0,11,515,485,52,32,91,18
31,1000,20,5.13,10.3,18,37,68,953,26,13,8,47,8.398254361,117,65,6.024329297,11.79978617,8.852089049,7.974265667,451,20,8,4,32,502,6,5,4,15,483,517,49,16,95,22
26,1000,20,5.13,10.3,18,37,79,965,21,8,6,35,8.155537066,122,80,6.138488247,11.78303682,8.588837984,7.740890982,468,11,6,4,21,497,10,2,2,14,489,511,57,23,97,25
30,1000,20,5.13,10.3,18,37,69,962,25,9,4,38,8.284797542,101,51,6.000714437,11.57398719,8.393760464,8.185019234,459,12,6,1,19,503,13,3,3,19,478,522,40,11,83,18
29,1000,20,5.13,10.3,18,37,71,934,37,13,16,66,8.892263329,109,79,5.859036381,10.9987698,9.519587877,8.244537982,467,20,10,11,41,467,17,3,5,25,508,492,54,25,90,19
28,1000,20,5.13,10.3,18,37,79,952,28,9,11,48,8.561389359,122,73,6.215385305,11.62964751,9.402863308,7.803102948,445,18,5,6,29,507,10,4,5,19,474,526,50,23,102,20
25,1000,20,5.13,10.3,18,37,84,960,22,12,6,40,8.68720534,136,77,6.165610891,11.58335283,9.486757355,7.906615033,470,12,9,3,24,490,10,3,3,16,494,506,58,19,115,21
27,1000,20,5.13,10.3,18,37,80,952,29,11,8,48,8.555285576,121,58,6.07644298,10.9886963,9.525476552,7.525082787,478,21,9,7,37,474,8,2,1,11,515,485,41,17,100,21
32,1000,20,5.13,10.3,18,37,26,946,27,15,12,54,7.83282527,105,57,5.252377206,9.690656851,6.978695505,8.65345975,469,12,5,4,21,477,15,10,8,33,490,510,38,19,80,25
31,1000,20,5.13,10.3,18,37,69,955,25,12,8,45,8.397476282,111,58,6.038875617,11.8380643,8.867898334,7.957991077,452,20,7,4,31,503,5,5,4,14,483,517,42,16,91,20
26,1000,20,5.13,10.3,18,37,80,965,21,8,6,35,8.194116953,122,72,6.207388332,11.87033065,8.673160364,7.73569772,468,11,6,4,21,497,10,2,2,14,489,511,51,21,108,14
29,1000,20,5.13,10.3,18,37,72,933,38,13,16,67,8.922314133,124,58,5.890695373,11.04319343,9.561694603,8.262140802,466,22,9,11,42,467,16,4,5,25,508,492,43,15,95,29
30,1000,20,5.13,10.3,18,37,70,963,24,9,4,37,8.299014555,121,67,6.012512916,11.62531519,8.463834685,8.148087309,459,12,6,1,19,504,12,3,3,18,478,522,47,20,100,21
28,1000,20,5.13,10.3,18,37,80,953,27,10,10,47,8.563816591,120,60,6.245552278,11.67344406,9.475630684,7.742143814,445,17,6,6,29,508,10,4,4,18,474,526,39,21,101,19
25,1000,20,5.13,10.3,18,37,85,961,21,12,6,39,8.678096961,104,70,6.20871281,11.69166708,9.509612432,7.866301225,470,12,9,3,24,491,9,3,3,15,494,506,48,22,88,16
27,1000,20,5.13,10.3,18,37,81,951,30,11,8,49,8.563573985,112,71,6.078244459,11.0352175,9.542341622,7.524264019,477,22,9,7,38,474,8,2,1,11,515,485,58,13,87,25
32,1000,20,5.13,10.3,18,37,27,946,26,15,13,54,7.882555229,87,56,5.254826231,9.686354919,7.067596307,8.665554977,468,13,5,4,22,478,13,10,9,32,490,510,33,23,69,18
26,1000,20,5.13,10.3,18,37,81,965,20,9,6,35,8.20852427,121,68,6.240091437,11.97401093,8.718989234,7.720036271,468,11,6,4,21,497,9,3,2,14,489,511,49,19,105,16
31,1000,20,5.13,10.3,18,37,70,956,25,12,7,44,8.383151678,131,70,6.050024922,11.8604864,8.841346914,7.955089205,453,20,7,3,30,503,5,5,4,14,483,517,48,22,106,25
29,1000,20,5.13,10.3,18,37,73,932,39,13,16,68,8.952947153,112,64,5.920150932,11.08468377,9.597373944,8.287563393,466,22,9,11,42,466,17,4,5,26,508,492,47,17,90,22
30,1000,20,5.13,10.3,18,37,71,963,24,9,4,37,8.307458634,123,69,6.01750799,11.67133025,8.497306295,8.133613459,459,12,6,1,19,504,12,3,3,18,478,522,52,17,104,19
28,1000,20,5.13,10.3,18,37,81,954,26,10,10,46,8.562955303,121,63,6.269975626,11.72812504,9.507973554,7.71136091,445,17,6,6,29,509,9,4,4,17,474,526,42,21,106,15
25,1000,20,5.13,10.3,18,37,86,961,21,12,6,39,8.705601503,117,74,6.238297161,11.71220906,9.537723845,7.893213288,470,12,9,3,24,491,9,3,3,15,494,506,50,24,102,15
27,1000,20,5.13,10.3,18,37,82,951,31,10,8,49,8.573026762,95,65,6.116773536,11.05584358,9.575087883,7.50898248,476,23,9,7,39,475,8,1,1,10,515,485,41,24,80,15
26,1000,20,5.13,10.3,18,37,82,966,20,8,6,34,8.203627188,118,70,6.255830192,12.02184652,8.726638106,7.703133375,469,11,5,4,20,497,9,3,2,14,489,511,56,14,98,20
31,1000,20,5.13,10.3,18,37,71,956,25,12,7,44,8.404036049,129,66,6.07089651,11.91437799,8.921255574,7.92083096,453,20,7,3,30,503,5,5,4,14,483,517,46,20,110,19
32,1000,20,5.13,10.3,18,37,28,947,26,13,14,53,7.869399061,88,73,5.249600362,9.69253322,7.10346765,8.605293946,468,13,4,5,22,479,13,9,9,31,490,510,46,27,68,20
29,1000,20,5.13,10.3,18,37,74,932,39,13,16,68,8.96436144,110,65,5.928632107,11.12504857,9.585147495,8.323387221,466,22,9,11,42,466,17,4,5,26,508,492,44,21,91,19
30,1000,20,5.13,10.3,18,37,72,961,26,9,4,39,8.302412911,124,80,6.050153854,11.70622702,8.531223627,8.092888922,458,13,6,1,20,503,13,3,3,19,478,522,61,19,101,23
28,1000,20,5.13,10.3,18,37,82,954,26,10,10,46,8.588892197,128,66,6.315082885,11.81206176,9.570686748,7.704157185,445,17,6,6,29,509,9,4,4,17,474,526,49,17,107,21
25,1000,20,5.13,10.3,18,37,87,960,22,11,7,40,8.754096691,139,66,6.269759452,11.79672751,9.593247887,7.934846314,469,13,8,4,25,491,9,3,3,15,494,506,51,15,117,22
27,1000,20,5.13,10.3,18,37,83,951,30,11,8,49,8.662970433,114,64,6.120833375,11.09866124,9.653694822,7.610964122,476,22,10,7,39,475,8,1,1,10,515,485,49,15,97,17
26,1000,20,5.13,10.3,18,37,83,963,23,8,6,37,8.236825054,134,75,6.270123337,12.05473524,8.757147335,7.738904124,468,12,5,4,21,495,11,3,2,16,489,511,52,23,118,16
31,1000,20,5.13,10.3,18,37,72,957,24,12,7,43,8.393104103,124,85,6.099764552,11.94356476,8.90978768,7.910399717,454,19,7,3,29,503,5,5,4,14,483,517,63,22,95,29
32,1000,20,5.13,10.3,18,37,29,946,28,13,13,54,7.86829407,109,62,5.250424051,9.719359947,7.127748154,8.579798969,468,13,4,5,22,478,15,9,8,32,490,510,38,24,85,24
29,1000,20,5.13,10.3,18,37,75,932,38,14,16,68,8.990724389,99,65,5.977560563,11.16338213,9.61156743,8.349691331,466,21,10,11,42,466,17,4,5,26,508,492,48,17,89,10
30,1000,20,5.13,10.3,18,37,73,959,28,9,4,41,8.334278588,124,70,6.098990175,11.74631152,8.574843226,8.11399143,457,14,6,1,21,502,14,3,3,20,478,522,52,18,108,16
28,1000,20,5.13,10.3,18,37,83,954,25,11,10,46,8.643720508,120,71,6.364404949,11.91716643,9.601531322,7.780598215,445,17,6,6,29,509,8,5,4,17,474,526,54,17,96,24
25,1000,20,5.13,10.3,18,37,88,960,22,10,8,40,8.7480472,134,65,6.303917667,11.85936772,9.623265172,7.893585387,469,13,7,5,25,491,9,3,3,15,494,506,51,14,110,24
